"","department_descr","product_group_descr","product_module_descr","new_label"
"919","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","ANALGESIC & CHEST RUBS","Medications, remedies, and health aids"
"920","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","LIP REMEDIES - SOLID","Medications, remedies, and health aids"
"921","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","RECTAL MEDICATION","Medications, remedies, and health aids"
"922","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","SLEEPING AIDS","Medications, remedies, and health aids"
"923","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","ANTI-SLEEP PRODUCTS","Medications, remedies, and health aids"
"924","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","CONTACT LENS SOLUTION","Medications, remedies, and health aids"
"925","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","EYE DROPS & LOTIONS","Medications, remedies, and health aids"
"926","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","FOOT PREPARATIONS-ATHLETE'S FOOT","Medications, remedies, and health aids"
"927","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","INSOLES","Medications, remedies, and health aids"
"928","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","MEDICATED PRODUCTS","Medications, remedies, and health aids"
"929","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","FOOT PREPARATIONS-REMAINING","Medications, remedies, and health aids"
"930","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","FOOT COMFORTS PRODUCTS","Medications, remedies, and health aids"
"931","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","BRONCHIAL REMEDIES","Medications, remedies, and health aids"
"932","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","PAIN REMEDIES - URINARY TRACT","Medications, remedies, and health aids"
"933","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","EAR DROPS","Medications, remedies, and health aids"
"934","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","PAIN REMEDIES - PRE MENSTRUAL","Medications, remedies, and health aids"
"935","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","PAIN REMEDIES - CHILDREN'S LIQUID","Medications, remedies, and health aids"
"936","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","PAIN REMEDIES - ALKALIZING EFFERVESCENTS","Medications, remedies, and health aids"
"937","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","PAIN REMEDIES - ARTHRITIS","Medications, remedies, and health aids"
"938","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","EYE CARE - REMAINING","Medications, remedies, and health aids"
"939","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","LIP REMEDIES - REMAINING","Medications, remedies, and health aids"
"940","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","ADULT-INCONTINENCE","Medications, remedies, and health aids"
"941","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","PETROLEUM JELLY","Medications, remedies, and health aids"
"942","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","PSORIASIS & ECZEMA TREATMENTS","Medications, remedies, and health aids"
"943","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","JOCK ITCH PRODUCTS","Medications, remedies, and health aids"
"944","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","MOTION SICKNESS PREVENTATIVES","Medications, remedies, and health aids"
"945","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","TRANQUILIZERS/CALMATIVES","Medications, remedies, and health aids"
"946","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","ANTI-GAS PRODUCTS","Medications, remedies, and health aids"
"947","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","MEDICAL ACCESSORY-REMAINING","Medications, remedies, and health aids"
"948","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","ENEMAS-READY-TO-USE","Medications, remedies, and health aids"
"949","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","PAIN REMEDIES - BACK & LEG","Medications, remedies, and health aids"
"950","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","HOMEOPATHIC MEDICINE","Medications, remedies, and health aids"
"951","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","OCCULT BLOOD TEST KITS","Medications, remedies, and health aids"
"952","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","BLOOD GLUCOSE PRODUCTS","Medications, remedies, and health aids"
"953","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","PAIN RELIEVING DEVICE","Medications, remedies, and health aids"
"954","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","MEDICAL ELASTIC GOODS & BRACES","Medications, remedies, and health aids"
"955","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","SUNBURN AIDS","Medications, remedies, and health aids"
"956","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","IPECAC PRODUCT","Medications, remedies, and health aids"
"957","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","INSULIN SYRINGES","Medications, remedies, and health aids"
"958","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","BLOOD URINE STOOL TEST PRODUCTS","Medications, remedies, and health aids"
"959","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","BLOOD PRESSURE KIT AND ACCESSORY","Medications, remedies, and health aids"
"960","HEALTH & BEAUTY CARE","MEDICATIONS/REMEDIES/HEALTH AIDS","OVULATION AND FERTILITY TEST KITS","Medications, remedies, and health aids"
"961","HEALTH & BEAUTY CARE","MEN'S TOILETRIES","PRE-SHAVE COSMETICS","Men's toiletries"
"962","HEALTH & BEAUTY CARE","MEN'S TOILETRIES","AFTER SHAVE COSMETICS - MEN'S","Men's toiletries"
"963","HEALTH & BEAUTY CARE","MEN'S TOILETRIES","MEN'S SETS","Men's toiletries"
"964","HEALTH & BEAUTY CARE","MEN'S TOILETRIES","COLOGNE/LOTION-MEN'S","Men's toiletries"
"965","DAIRY","MILK","PERISHABLE MILK AND MILK PRODUCT DRINK","Milk"
"966","DAIRY","MILK","PERISHABLE CREAM CREAMER CREAM SUB","Milk"
"967","DAIRY","MILK","DAIRY-FLAVORED MILK-REFRIGERATED","Milk"
"968","DAIRY","MILK","DAIRY-MILK-REFRIGERATED","Milk"
"969","DAIRY","MILK","DAIRY-BUTTERMILK-REFRIGERATED","Milk"
"970","DAIRY","MILK","DAIRY-CREAM-REFRIGERATED","Milk"
"971","DAIRY","MILK","REMAINING DRINKS & SHAKES-REFRIGERATED","Milk"
"972","DAIRY","MILK","EGGNOG - FRESH & CANNED","Milk"
"973","DAIRY","MILK","RBC MILK AND MILK PRODUCT DRINK","Milk"
"974","DRY GROCERY","PACKAGED MILK AND MODIFIERS","MILK-SHELF STABLE","Milk"
"975","DRY GROCERY","PACKAGED MILK AND MODIFIERS","MILK - CANNED","Milk"
"976","DRY GROCERY","PACKAGED MILK AND MODIFIERS","MILK - POWDERED","Milk"
"977","DRY GROCERY","PACKAGED MILK AND MODIFIERS","MILK/WATER ADDITIVES-SWEETENED","Milk"
"978","DRY GROCERY","PACKAGED MILK AND MODIFIERS","CREAMERS - POWDERED","Milk"
"979","DRY GROCERY","PACKAGED MILK AND MODIFIERS","PERISHABLE POWDERED DRINK","Milk"
"980","DRY GROCERY","PACKAGED MILK AND MODIFIERS","CREAMERS-LIQUID","Milk"
"981","GENERAL MERCHANDISE","TOYS & SPORTING GOODS","MUSICAL INSTRUMENTS AND ACCESSORIES","Musical instruments"
"982","DRY GROCERY","NUTS","NUTS - CANS","Nuts"
"983","DRY GROCERY","NUTS","NUTS - JARS","Nuts"
"984","DRY GROCERY","NUTS","NUTS - BAGS","Nuts"
"985","DRY GROCERY","NUTS","NUTS - UNSHELLED","Nuts"
"986","HEALTH & BEAUTY CARE","ORAL HYGIENE","ORAL HYGIENE BRUSHES","Oral hygiene"
"987","HEALTH & BEAUTY CARE","ORAL HYGIENE","TOOTH CLEANERS","Oral hygiene"
"988","HEALTH & BEAUTY CARE","ORAL HYGIENE","DENTURE CLEANSERS","Oral hygiene"
"989","HEALTH & BEAUTY CARE","ORAL HYGIENE","BREATH FRESHENERS","Oral hygiene"
"990","HEALTH & BEAUTY CARE","ORAL HYGIENE","COUGH AND COLD THROAT SPRAYS","Oral hygiene"
"991","HEALTH & BEAUTY CARE","ORAL HYGIENE","DENTURE ADHESIVES","Oral hygiene"
"992","HEALTH & BEAUTY CARE","ORAL HYGIENE","DENTAL FLOSS","Oral hygiene"
"993","HEALTH & BEAUTY CARE","ORAL HYGIENE","DENTAL ACCESSORIES","Oral hygiene"
"994","HEALTH & BEAUTY CARE","ORAL HYGIENE","ORAL RINSE AND ANTISEPTIC","Oral hygiene"
"995","HEALTH & BEAUTY CARE","ORAL HYGIENE","ORAL CARE COMBINATIONS TREATMENTS AND PROGRAMS","Oral hygiene"
"996","HEALTH & BEAUTY CARE","ORAL HYGIENE","ORAL HYGIENE TRAVEL PACKS","Oral hygiene"
"997","HEALTH & BEAUTY CARE","ORAL HYGIENE","TOOTH WHITENERS","Oral hygiene"
"998","PACKAGED MEAT","PACKAGED MEATS-DELI","REFERENCE CARD COLD CUTS - CLERK SERVED","Packaged meats and deli"
"999","PACKAGED MEAT","PACKAGED MEATS-DELI","REFERENCE CARD COLD CUTS - SELF SERVED","Packaged meats and deli"
"1000","PACKAGED MEAT","PACKAGED MEATS-DELI","PERISHABLE CANNED HAM","Packaged meats and deli"
"1001","PACKAGED MEAT","PACKAGED MEATS-DELI","PERISHABLE BACON","Packaged meats and deli"
"1002","PACKAGED MEAT","PACKAGED MEATS-DELI","PERISHABLE FRANKFURTER","Packaged meats and deli"
"1003","PACKAGED MEAT","PACKAGED MEATS-DELI","PERISHABLE LUNCHMEAT EXCEPT VARIETY PCK","Packaged meats and deli"
"1004","PACKAGED MEAT","PACKAGED MEATS-DELI","PERISHABLE SAUSAGE","Packaged meats and deli"
"1005","PACKAGED MEAT","PACKAGED MEATS-DELI","PERISHABLE LUNCHMEAT VARIETY PACK","Packaged meats and deli"
"1006","PACKAGED MEAT","PACKAGED MEATS-DELI","PERISHABLE CANNED MEAT PRODUCT","Packaged meats and deli"
"1007","PACKAGED MEAT","PACKAGED MEATS-DELI","BRATWURST & KNOCKWURST","Packaged meats and deli"
"1008","PACKAGED MEAT","PACKAGED MEATS-DELI","SAUSAGE-DINNER","Packaged meats and deli"
"1009","PACKAGED MEAT","PACKAGED MEATS-DELI","LUNCHMEAT-SLICED-REFRIGERATED","Packaged meats and deli"
"1010","PACKAGED MEAT","PACKAGED MEATS-DELI","FRANKFURTERS-REFRIGERATED","Packaged meats and deli"
"1011","PACKAGED MEAT","PACKAGED MEATS-DELI","BACON-REFRIGERATED","Packaged meats and deli"
"1012","PACKAGED MEAT","PACKAGED MEATS-DELI","SAUSAGE-BREAKFAST","Packaged meats and deli"
"1013","PACKAGED MEAT","PACKAGED MEATS-DELI","HAM-CANNED-REFRIGERATED","Packaged meats and deli"
"1014","PACKAGED MEAT","PACKAGED MEATS-DELI","FRANKS-COCKTAIL-REFRIGERATED","Packaged meats and deli"
"1015","PACKAGED MEAT","PACKAGED MEATS-DELI","BACON-BEEF & CANNED","Packaged meats and deli"
"1016","PACKAGED MEAT","PACKAGED MEATS-DELI","HAM PATTIES-CANNED","Packaged meats and deli"
"1017","PACKAGED MEAT","PACKAGED MEATS-DELI","LUNCHMEAT-NONSLICED-REFRIGERATED","Packaged meats and deli"
"1018","PACKAGED MEAT","PACKAGED MEATS-DELI","LUNCHMEAT-DELI POUCHES-REFRIGERATED","Packaged meats and deli"
"1019","NON-FOOD GROCERY","PAPER PRODUCTS","PRE-MOISTENED TOWELETTES","Paper products (e.g., paper towels, toilet tissue, soda straw)"
"1020","NON-FOOD GROCERY","PAPER PRODUCTS","FACIAL TISSUE","Paper products (e.g., paper towels, toilet tissue, soda straw)"
"1021","NON-FOOD GROCERY","PAPER PRODUCTS","PAPER NAPKINS","Paper products (e.g., paper towels, toilet tissue, soda straw)"
"1022","NON-FOOD GROCERY","PAPER PRODUCTS","PAPER TOWELS - REGULAR","Paper products (e.g., paper towels, toilet tissue, soda straw)"
"1023","NON-FOOD GROCERY","PAPER PRODUCTS","PAPER TOWELS - JUMBO","Paper products (e.g., paper towels, toilet tissue, soda straw)"
"1024","NON-FOOD GROCERY","PAPER PRODUCTS","TOILET TISSUE","Paper products (e.g., paper towels, toilet tissue, soda straw)"
"1025","NON-FOOD GROCERY","PAPER PRODUCTS","BAKING CUPS & LINERS","Paper products (e.g., paper towels, toilet tissue, soda straw)"
"1026","NON-FOOD GROCERY","PAPER PRODUCTS","DOILIES, PLACEMATS & TABLE COVERINGS","Paper products (e.g., paper towels, toilet tissue, soda straw)"
"1027","NON-FOOD GROCERY","PAPER PRODUCTS","COFFEE & TEA FILTERS - DISPOSABLE","Paper products (e.g., paper towels, toilet tissue, soda straw)"
"1028","NON-FOOD GROCERY","PAPER PRODUCTS","DISPOSABLE CUPS","Paper products (e.g., paper towels, toilet tissue, soda straw)"
"1029","NON-FOOD GROCERY","PAPER PRODUCTS","DISPOSABLE DISHES","Paper products (e.g., paper towels, toilet tissue, soda straw)"
"1030","NON-FOOD GROCERY","PAPER PRODUCTS","SODA STRAWS","Paper products (e.g., paper towels, toilet tissue, soda straw)"
"1031","NON-FOOD GROCERY","PAPER PRODUCTS","PAPER TOWELS","Paper products (e.g., paper towels, toilet tissue, soda straw)"
"1032","NON-FOOD GROCERY","PAPER PRODUCTS","DISPOSABLE LIDS","Paper products (e.g., paper towels, toilet tissue, soda straw)"
"1033","DRY GROCERY","PASTA","ORIENTAL NOODLES","Pasta"
"1034","DRY GROCERY","PASTA","PASTA - MACARONI","Pasta"
"1035","DRY GROCERY","PASTA","PASTA-SPAGHETTI","Pasta"
"1036","DRY GROCERY","PASTA","PASTA - NOODLES & DUMPLINGS","Pasta"
"1037","DRY GROCERY","PASTA","PERISHABLE PASTA","Pasta"
"1038","GENERAL MERCHANDISE","HOUSEWARES, APPLIANCES","BATHROOM SCALE","Personal care appliances (e.g., body massager, hair styling, garment steamer)"
"1039","GENERAL MERCHANDISE","HOUSEWARES, APPLIANCES","GARMENT STEAMER AND IRON APPLIANCE","Personal care appliances (e.g., body massager, hair styling, garment steamer)"
"1040","GENERAL MERCHANDISE","HOUSEWARES, APPLIANCES","BODY MASSAGER APPLIANCE AND ACCESSORY","Personal care appliances (e.g., body massager, hair styling, garment steamer)"
"1041","GENERAL MERCHANDISE","HOUSEWARES, APPLIANCES","HAIR STYLING APPLIANCE AND ACCESSORY","Personal care appliances (e.g., body massager, hair styling, garment steamer)"
"1042","GENERAL MERCHANDISE","HOUSEWARES, APPLIANCES","ORAL HYGIENE APPLIANCE AND ACCESSORY","Personal care appliances (e.g., body massager, hair styling, garment steamer)"
"1043","GENERAL MERCHANDISE","HOUSEWARES, APPLIANCES","RAZOR TRIMMER APPLIANCE AND ACCESSORY","Personal care appliances (e.g., body massager, hair styling, garment steamer)"
"1044","GENERAL MERCHANDISE","HOUSEWARES, APPLIANCES","SKIN AND NAIL APPLIANCE AND ACCESSORY","Personal care appliances (e.g., body massager, hair styling, garment steamer)"
"1045","GENERAL MERCHANDISE","HOUSEWARES, APPLIANCES","HAIR/SKIN APPLIANCES","Personal care appliances (e.g., body massager, hair styling, garment steamer)"
"1046","GENERAL MERCHANDISE","HOUSEWARES, APPLIANCES","ELECTRIC TOOTH CLEANING DEVICES","Personal care appliances (e.g., body massager, hair styling, garment steamer)"
"1047","GENERAL MERCHANDISE","HOUSEWARES, APPLIANCES","PERSONAL CARE APPLIANCE AND ACCESSORY","Personal care appliances (e.g., body massager, hair styling, garment steamer)"
"1048","GENERAL MERCHANDISE","HOUSEWARES, APPLIANCES","RBC BODY MASSAGER APPLIANCE AND ACSRY","Personal care appliances (e.g., body massager, hair styling, garment steamer)"
"1049","NON-FOOD GROCERY","PET CARE","PERISHABLE RAWHIDE CHEW BONE AND STICK","Pet care"
"1050","NON-FOOD GROCERY","PET CARE","PET ACCESSORY","Pet care"
"1051","NON-FOOD GROCERY","PET CARE","PET TREATMENT INTERNAL","Pet care"
"1052","NON-FOOD GROCERY","PET CARE","CAT & DOG LITTER","Pet care"
"1053","NON-FOOD GROCERY","PET CARE","PET CARE - RAWHIDE & CHEW PRODUCTS","Pet care"
"1054","NON-FOOD GROCERY","PET CARE","PET LITTER LINERS","Pet care"
"1055","NON-FOOD GROCERY","PET CARE","PET TREATMENTS EXTERNAL","Pet care"
"1056","NON-FOOD GROCERY","PET CARE","PET CARE - FLEA COLLARS","Pet care"
"1057","NON-FOOD GROCERY","PET CARE","PET INCONTINENCE PRODUCTS","Pet care"
"1058","NON-FOOD GROCERY","PET CARE","PET CARE - FLEA & TICK PRODUCTS","Pet care"
"1059","NON-FOOD GROCERY","PET CARE","FISH CARE","Pet care"
"1060","DRY GROCERY","PET FOOD","PET CARE - DOMESTIC BIRD FOOD","Pet care"
"1061","DRY GROCERY","PET FOOD","PET CARE - WILD BIRD FOOD","Pet care"
"1062","DRY GROCERY","PET FOOD","PET CARE - PET FOOD","Pet care"
"1063","DRY GROCERY","PET FOOD","CAT FOOD - WET TYPE","Pet care"
"1064","DRY GROCERY","PET FOOD","CAT FOOD - MOIST TYPE","Pet care"
"1065","DRY GROCERY","PET FOOD","CAT FOOD - DRY TYPE","Pet care"
"1066","DRY GROCERY","PET FOOD","DOG FOOD - WET TYPE","Pet care"
"1067","DRY GROCERY","PET FOOD","DOG FOOD - MOIST TYPE","Pet care"
"1068","DRY GROCERY","PET FOOD","DOG FOOD - DRY TYPE","Pet care"
"1069","DRY GROCERY","PET FOOD","DOG & CAT TREATS","Pet care"
"1070","DRY GROCERY","PET FOOD","PERISHABLE BIRD FOOD","Pet care"
"1071","GENERAL MERCHANDISE","PHOTOGRAPHIC SUPPLIES","REFERENCE CARD PHOTO","Photographic supplies"
"1072","GENERAL MERCHANDISE","PHOTOGRAPHIC SUPPLIES","RBC CAMERAS","Photographic supplies"
"1073","GENERAL MERCHANDISE","PHOTOGRAPHIC SUPPLIES","RBC DISPOSABLE CAMERA","Photographic supplies"
"1074","GENERAL MERCHANDISE","PHOTOGRAPHIC SUPPLIES","RBC FILM","Photographic supplies"
"1075","GENERAL MERCHANDISE","PHOTOGRAPHIC SUPPLIES","CAMERAS","Photographic supplies"
"1076","GENERAL MERCHANDISE","PHOTOGRAPHIC SUPPLIES","PHOTOGRAPHIC SUPPLIES","Photographic supplies"
"1077","GENERAL MERCHANDISE","PHOTOGRAPHIC SUPPLIES","FILM","Photographic supplies"
"1078","DRY GROCERY","PICKLES, OLIVES, AND RELISH","CHILIES","Pickles, olives and relish"
"1079","DRY GROCERY","PICKLES, OLIVES, AND RELISH","PIMENTOS - CANNED","Pickles, olives and relish"
"1080","DRY GROCERY","PICKLES, OLIVES, AND RELISH","OLIVES - GREEN","Pickles, olives and relish"
"1081","DRY GROCERY","PICKLES, OLIVES, AND RELISH","OLIVES - BLACK","Pickles, olives and relish"
"1082","DRY GROCERY","PICKLES, OLIVES, AND RELISH","PEPPERS","Pickles, olives and relish"
"1083","DRY GROCERY","PICKLES, OLIVES, AND RELISH","RELISHES","Pickles, olives and relish"
"1084","DRY GROCERY","PICKLES, OLIVES, AND RELISH","PICKLES - SWEET","Pickles, olives and relish"
"1085","DRY GROCERY","PICKLES, OLIVES, AND RELISH","PICKLES - DILL","Pickles, olives and relish"
"1086","DRY GROCERY","PICKLES, OLIVES, AND RELISH","PERISHABLE OLIVE","Pickles, olives and relish"
"1087","DRY GROCERY","PICKLES, OLIVES, AND RELISH","PERISHABLE PICKLE AND RELISH","Pickles, olives and relish"
"1088","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","VEGETABLES-BEANS WITH MEAT-SHELF STABLE","Prepared food (ready to serve)"
"1089","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","POTATO SALAD-CANNED","Prepared food (ready to serve)"
"1090","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","ENTREES/SIDE DISHES - SHELF STABLE","Prepared food (ready to serve)"
"1091","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","PICKLED VEGETABLES & FRUIT","Prepared food (ready to serve)"
"1092","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","SANDWICH SPREADS-MEAT","Prepared food (ready to serve)"
"1093","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","CORNED BEEF - CANNED","Prepared food (ready to serve)"
"1094","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","CORNED BEEF HASH-CANNED","Prepared food (ready to serve)"
"1095","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","ROAST BEEF - CANNED","Prepared food (ready to serve)"
"1096","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","ROAST BEEF HASH - CANNED","Prepared food (ready to serve)"
"1097","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","DRIED BEEF-SHELF STABLE","Prepared food (ready to serve)"
"1098","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","BARBECUED BEEF & PORK-CANNED","Prepared food (ready to serve)"
"1099","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","STEW - BEEF - SHELF STABLE","Prepared food (ready to serve)"
"1100","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","MEAT PRODUCTS-MISC.-CANNED","Prepared food (ready to serve)"
"1101","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","RETORT POUCH BAGS","Prepared food (ready to serve)"
"1102","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","MEAT PRODUCTS-IMITATION & ADDITIVES","Prepared food (ready to serve)"
"1103","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","DEVILED HAM - CANNED","Prepared food (ready to serve)"
"1104","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","POTTED MEAT - CANNED","Prepared food (ready to serve)"
"1105","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","SPREADS-HORS D'OEUVRES","Prepared food (ready to serve)"
"1106","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","VIENNA SAUSAGE - CANNED","Prepared food (ready to serve)"
"1107","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","SPICED LUNCH MEAT-CANNED","Prepared food (ready to serve)"
"1108","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","SAUSAGE-CANNED","Prepared food (ready to serve)"
"1109","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","SCRAPPLE & MUSH","Prepared food (ready to serve)"
"1110","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","PICKLED PORK PRODUCTS","Prepared food (ready to serve)"
"1111","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","PREPARED SANDWICH - SHELF STABLE","Prepared food (ready to serve)"
"1112","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","CHICKEN - SHELF STABLE","Prepared food (ready to serve)"
"1113","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","STEW - REMAINING - SHELF STABLE","Prepared food (ready to serve)"
"1114","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","STEW - CHICKEN - SHELF STABLE","Prepared food (ready to serve)"
"1115","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","TURKEY-CANNED","Prepared food (ready to serve)"
"1116","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","MEXICAN SPECIALTIES-REMAINING","Prepared food (ready to serve)"
"1117","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","MEXICAN DINNERS-CANNED","Prepared food (ready to serve)"
"1118","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","MEXICAN-REFRIED BEANS","Prepared food (ready to serve)"
"1119","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","CHILI-SHELF STABLE","Prepared food (ready to serve)"
"1120","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","RAVIOLI - CANNED","Prepared food (ready to serve)"
"1121","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","MACARONI PRODUCTS - SHELF STABLE","Prepared food (ready to serve)"
"1122","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","SPAGHETTI - CANNED","Prepared food (ready to serve)"
"1123","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","LASAGNA - CANNED","Prepared food (ready to serve)"
"1124","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","ORIENTAL FOODS-CHOW MEIN-CANNED","Prepared food (ready to serve)"
"1125","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","ORIENTAL FOODS-MISC.","Prepared food (ready to serve)"
"1126","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","RICE - CANNED","Prepared food (ready to serve)"
"1127","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","DUMPLINGS-CANNED","Prepared food (ready to serve)"
"1128","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","RICE CAKES","Prepared food (ready to serve)"
"1129","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","BREAD-SPECIALTY-CANNED","Prepared food (ready to serve)"
"1130","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","PERISHABLE PREPARED MEAL MULTIPLE CRS","Prepared food (ready to serve)"
"1131","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","PERISHABLE PREPARED MEAL SINGLE COURSE","Prepared food (ready to serve)"
"1132","DRY GROCERY","PREPARED FOOD-READY-TO-SERVE","PERISHABLE SERVICE BAR","Prepared food (ready to serve)"
"1133","DRY GROCERY","PREPARED FOOD-DRY MIXES","REFERENCE CARD MEAL KIT","Prepared food dry mixes"
"1134","DRY GROCERY","PREPARED FOOD-DRY MIXES","VEGETABLES - POTATOES - SPECIALTY - DEHYDRATED","Prepared food dry mixes"
"1135","DRY GROCERY","PREPARED FOOD-DRY MIXES","VEGETABLES - POTATOES - MASHED - DEHYDRATED","Prepared food dry mixes"
"1136","DRY GROCERY","PREPARED FOOD-DRY MIXES","MEXICAN DINNERS-DRY/KIT","Prepared food dry mixes"
"1137","DRY GROCERY","PREPARED FOOD-DRY MIXES","MEXICAN SHELLS","Prepared food dry mixes"
"1138","DRY GROCERY","PREPARED FOOD-DRY MIXES","MEXICAN TORTILLAS","Prepared food dry mixes"
"1139","DRY GROCERY","PREPARED FOOD-DRY MIXES","PIZZA PIE AND CRUST MIXES","Prepared food dry mixes"
"1140","DRY GROCERY","PREPARED FOOD-DRY MIXES","ORIENTAL FOODS-RAMEN NOODLES","Prepared food dry mixes"
"1141","DRY GROCERY","PREPARED FOOD-DRY MIXES","RICE - MIXES","Prepared food dry mixes"
"1142","DRY GROCERY","PREPARED FOOD-DRY MIXES","DRY DINNERS - REMAINING","Prepared food dry mixes"
"1143","DRY GROCERY","PREPARED FOOD-DRY MIXES","DRY DINNERS - RICE","Prepared food dry mixes"
